"Country name","Year","Population","Population of children under the age of 1","Population of children under the age of 5","Population of children under the age of 15","Population under the age of 25","Population aged 15 to 64 years","Population at age 1","Population aged 1 to 4 years","Population aged 5 to 9 years","Population aged 10 to 14 years","Population aged 15 to 19 years","Population aged 20 to 29 years","Population aged 30 to 39 years","Population aged 40 to 49 years","Population aged 50 to 59 years","Population aged 60 to 69 years","Population aged 70 to 79 years","Population aged 80 to 89 years","Population aged 90 to 99 years","Population older than 100 years","population__all__15plus__records","population__all__18plus__records"
"Afghanistan",2015,33753500,1238201,5747862,15456437,22708012,17485012,1187761,4509661,5083265,4625310,3998778,5732466,3529267,2350849,1413659,814056,371848,81378,4628,133,18296928,15818155
"Afghanistan",2016,34636212,1256664,5894636,15766737,23239372,18038552,1216903,4637972,5142552,4729549,4102738,5948136,3617735,2428714,1464517,833677,385801,83944,4140,72,18869402,16325871
"Afghanistan",2017,35643420,1268641,6028737,16081817,23807538,18706224,1238498,4760096,5212487,4840593,4222210,6206481,3741917,2517748,1523369,856795,401322,87484,4236,40,19561562,16945448
"Afghanistan",2018,36686788,1290266,6147355,16402093,24377892,19401608,1252219,4857089,5334330,4920408,4343114,6468908,3881454,2608343,1586312,883719,416827,91481,4513,23,20284670,17596500
"Afghanistan",2019,37769496,1313684,6262390,16728620,24950588,20127700,1274592,4948706,5487694,4978536,4461340,6738758,4039411,2701018,1653460,914688,431683,95602,4901,14,21040860,18284280
"Afghanistan",2020,38972236,1338671,6375097,17072924,25563700,20957368,1299717,5036426,5647052,5050775,4584023,7049695,4238417,2804197,1726474,949111,442845,99060,5458,32,21899280,19076408
"Africa (UN)",2015,1201108000,40085576,189293000,495490940,726413440,665997900,38746430,149207420,164655650,141542290,122642700,204278270,150031490,100395150,66087336,39015176,17785904,4936880,434246,9835,705607200,630187140
"Africa (UN)",2016,1232111600,40600428,192555140,507118240,743156700,684020700,39399004,151954700,168979620,145583500,125581370,208331620,154955760,103488536,68327384,40354708,18409168,5078636,455671,10498,724982850,647519100
"Africa (UN)",2017,1263333800,41102304,195605150,518523100,759940030,702390400,39932144,154502850,173164580,149753380,128790120,212302030,159777800,106759490,70645490,41723896,19089312,5231323,479911,11278,744799360,665180600
"Africa (UN)",2018,1295265000,41705100,198599410,529770340,776965900,721535740,40450124,156894300,177108220,154062690,132299900,216436430,164513140,110301350,73054320,43190732,19791832,5390368,504595,12040,765482700,683666370
"Africa (UN)",2019,1327701100,42313264,201562530,540843400,794207100,741291140,41070424,159249280,180855970,158424850,135980420,220823950,169064340,114105656,75526640,44771480,20495524,5549767,527419,12594,786845200,702767700
"Africa (UN)",2020,1360677200,42887228,204488060,551727360,811759900,761876350,41703130,161600830,184460220,162779040,139859620,225711820,173488220,118165256,78001390,46314650,21179608,5672989,543444,12861,808937000,722454400
"Albania",2015,2882482,33567,167618,523652,1019225,1968730,34071,134051,160753,195281,239277,477068,340003,360196,394606,284099,185620,68581,9201,179,2358651,2218868
"Albania",2016,2881064,32138,165643,512651,993922,1965888,32964,133505,159404,187604,228578,478945,344363,355067,396270,294822,188767,71884,9532,185,2368228,2234305
"Albania",2017,2879361,30844,162006,502251,968245,1962446,31430,131162,159817,180428,218700,477974,350407,349087,397303,305532,192299,75685,9930,193,2376917,2249333
"Albania",2018,2877019,29625,156677,491484,941856,1958287,30142,127052,160919,173888,210667,474297,357749,342580,397162,316169,196515,79826,10365,205,2385330,2263462
"Albania",2019,2873883,28770,150467,481425,914818,1951299,28895,121697,162110,168848,202065,468425,366904,336485,395103,326711,201536,84182,10829,218,2392240,2274074
"Albania",2020,2866850,28415,145146,472214,888579,1941039,28033,116731,162182,164886,193438,459802,377596,331384,391387,336144,206374,87278,11010,223,2394413,2279673
"Algeria",2015,39543148,975970,4623426,11468788,17929854,26021774,949745,3647456,3812476,3032886,2988231,7160668,6699723,4821624,3213748,1901669,930866,330567,27020,245,28074116,26350484
"Algeria",2016,40339330,991100,4740063,11874030,18178448,26311328,972325,3748963,3989800,3144167,2913734,7038678,6856752,4968532,3345818,2014515,950737,347490,28778,265,28465034,26759896
"Algeria",2017,41136548,998043,4829627,12279473,18443516,26594762,987474,3831584,4164974,3284872,2868043,6898033,6991959,5118696,3483206,2126572,976309,363208,30741,306,28856768,27138908
"Algeria",2018,41927010,995429,4890948,12665336,18717688,26884240,994476,3895519,4326334,3448054,2873246,6729980,7098195,5277212,3625399,2235433,1010564,378233,33065,343,29261328,27515180
"Algeria",2019,42705372,984232,4922011,13013432,18995820,27191522,991945,3937779,4468744,3622677,2929659,6546221,7171787,5446353,3771832,2339750,1056596,393452,35925,365,29691574,27895046
"Algeria",2020,43451668,967564,4914397,13316667,19282000,27520308,980968,3946833,4600377,3801893,3014802,6377985,7212564,5625436,3918854,2434894,1110023,402048,38026,369,30134632,28264790
"American Samoa",2015,51391,1038,5382,16183,26088,32658,1059,4344,5602,5199,4839,8357,5990,6412,5336,2899,1086,266,23,0,35208,32331
"American Samoa",2016,50468,994,5154,15585,25104,32250,1016.00006,4160,5397,5034,4581,8475,5735,6271,5421,2990,1115,271,24,0,34883,32118
"American Samoa",2017,49486,945,4929,14969,24028,31794,973,3984,5178,4862,4377,8499,5503,6125,5479,3084,1151,274,25,0,34517,31842
"American Samoa",2018,48445,893,4696,14328,22879,31308,924,3803,4942,4690,4204,8429,5329,5959,5522,3173,1188,286,27,0,34117,31530
"American Samoa",2019,47341,845,4460,13674,21713,30770,871,3615,4685,4529,4044,8250,5238,5782,5530,3269,1233,295,26,0,33667,31176
"American Samoa",2020,46216,810,4235,13028,20595,30199,824,3425,4440,4353,3887,7965,5253,5592,5506,3377,1285,299,24,0,33188,30799
"Andorra",2015,71766,565,3353,11127,18661,51598,611,2788,3930,3844,3872,7803,11958,13497,10885,6516,3672,1890,519,27,60612,58196
"Andorra",2016,72563,605,3196,11011,18715,52163,562,2591,3962,3853,3983,7858,11611,13601,11305,6844,3843,1938,540,29,61523,59095
"Andorra",2017,73853,452,2964,10853,18825,53257,617,2512,3997,3892,4075,8193,11371,13807,11773,7183,4027,2004,535,32,62968,60549
"Andorra",2018,75034,295,2679,10576,18737,54314,501.99997,2384,3921,3976,4100,8536,11198,13953,12265,7491,4300,2047,533,35,64423,62031
"Andorra",2019,76361,355,2585,10442,18770,55343,394,2230,3775,4082,4090,8833,11127,14076,12698,7860,4603,2060,537,35,65884,63481
"Andorra",2020,77723,347,2549,10363,18827,56319,442,2202,3659,4155,4076,9077,11152,14204,13027,8290,4827,2116,558,33,67327,64904
"Angola",2015,28127724,1117282,5158468,12871117,18146508,14540242,1067063,4041186,4267204,3445445,2823571,4588283,3198090,2108238,1390927,727173,337324,77919,4901,182,15256426,13509109
"Angola",2016,29154742,1142049,5301967,13329136,18779638,15083380,1094146,4159918,4429030,3598139,2926108,4734921,3339738,2182369,1446622,760673,346646,83107,5239,184,15825423,14009476
"Angola",2017,30208634,1167852,5441892,13787548,19428346,15651048,1120107,4274040,4590095,3755561,3040001,4883767,3485728,2262260,1502142,796962,356091,88335,5612,187,16420898,14528267
"Angola",2018,31273538,1194189,5577905,14243826,20085898,16229252,1146691,4383716,4749463,3916458,3163840,5029099,3631375,2346777,1556837,836778,365295,93489,6035,187,17029524,15055130
"Angola",2019,32353592,1220704,5712180,14696809,20753570,16823352,1173772,4491476,4904968,4079661,3297664,5175663,3776603,2436745,1610729,880458,373906,98330,6498,188,17656596,15595857
"Angola",2020,33428490,1248319,5847036,15145310,21426232,17417386,1200814,4598717,5055574,4242700,3438555,5319939,3915901,2530801,1662270,923414,383206,102086,6829,179,18283002,16132254
"Anguilla",2015,14554,152,925,2959,4789,10451,173,773,1071,963,892,2153,2576,2341,1845,1083,507,175,23,0,11595,11055
"Anguilla",2016,14842,155,893,2929,4737,10694,160,738,1087,949,864,2145,2716,2380,1910,1170,524,180,24,0,11913,11385
"Anguilla",2017,15040,155,864,2901,4679,10850,160,709,1083,954,855,2092,2815,2403,1973,1242,548,190,21,0,12139,11619
"Anguilla",2018,15201,154,828,2874,4623,10966,159,674,1072,974,854,2033,2885,2426,2029,1304,577,197,22,0,12327,11809
"Anguilla",2019,15408,152,810,2846,4575,11113,159,658,1039,997,845,2005,2954,2469,2079,1372,612,202,24,0,12562,12046
"Anguilla",2020,15612,151,808,2815,4524,11266,157,657,984,1023,836,1985,3012,2518,2128,1435,654,205,24,0,12797,12286
"Antigua and Barbuda",2015,89958,1111,5794,19029,33513,63666,1096,4683,6623,6612,7200,14510,13375,13650,11203,6381,3042,1292,266,10,70919,66732
"Antigua and Barbuda",2016,90575,1088,5633,18687,33150,64272,1109,4545,6610,6444,7111,14614,13461,13568,11663,6678,3187,1324,270,12,71876,67689
"Antigua and Barbuda",2017,91133,1060,5487,18399,32783,64747,1087,4427,6540,6372,6960,14663,13561,13495,12061,7008,3343,1357,274,12,72722,68544
"Antigua and Barbuda",2018,91644,1027,5376,18119,32361,65189,1058,4349,6324,6419,6834,14646,13702,13383,12383,7394,3508,1379,284,12,73513,69438
"Antigua and Barbuda",2019,92127,1020,5297,17859,31908,65574,1026,4277,6009,6553,6755,14547,13847,13263,12646,7820,3682,1404,292,12,74256,70332
"Antigua and Barbuda",2020,92672,1088,5275,17680,31478,65897,1018,4187,5785,6620,6606,14467,14002,13152,12902,8220,3888,1439,303,13,74979,71140
"Argentina",2015,43257064,742635,3676189,10697132,17723720,27753002,739672,2933554,3543941,3477002,3504279,6847333,6323446,5069262,4203057,3346741,2081184,971662,206246,6723,32553210,30455394
"Argentina",2016,43668236,735438,3683300,10732047,17761884,28036610,741406,2947862,3565866,3482881,3494177,6900395,6370035,5200074,4240121,3398043,2129749,981445,214792,7359,32928830,30830116
"Argentina",2017,44054616,717583,3667602,10752338,17775896,28310688,734256,2950019,3591702,3493034,3488494,6939861,6407571,5341342,4274656,3448487,2181260,989838,222824,7943,33294332,31201126
"Argentina",2018,44413590,687918,3617963,10745049,17753952,28578854,716460,2930045,3621698,3505388,3484329,6969468,6440309,5489241,4312405,3496914,2235799,1000186,231249,8642,33659900,31576034
"Argentina",2019,44745516,662120,3539430,10711873,17700106,28842900,686864,2877310,3650252,3522191,3477146,6995821,6472132,5636566,4358703,3542993,2288686,1012973,239208,9415,34024228,31945244
"Argentina",2020,45036030,643279,3440359,10653903,17625840,29100548,661126,2797080,3671535,3542009,3473591,7012522,6509587,5774179,4413449,3581987,2336866,1025066,244714,10169,34371960,32288964
"Armenia",2015,2878598,43644,212175,564923,1010133,2006932,44194,168531,182544,170204,186665,531852,401638,323150,414112,244742,137472,68161,5816,67,2313608,2206372
"Armenia",2016,2865841,41565,213128,569148,982635,1983725,43453,171563,186304,169716,176761,512306,414495,315719,407468,262324,130743,69943,6870,64,2296629,2194946
"Armenia",2017,2851929,39928,210913,572368,956070,1958833,41385,170985,192493,168962,168512,490863,428035,310352,396333,278246,126565,72658,7934,63,2279498,2181816
"Armenia",2018,2836563,38045,205538,573502,933012,1933721,39755,167493,198271,169693,162784,466820,441734,306851,381579,294912,123889,75483,8941,68,2262993,2167068
"Armenia",2019,2820604,36852,198063,572709,915500,1908742,37881,161211,202708,171938,159974,440726,454176,305246,364864,312300,122992,77710,9832,75,2247820,2151284
"Armenia",2020,2805610,35438,190090,570752,903436,1886739,36718,154652,205696,174966,160400,412791,467784,306731,347148,327163,124017,78305,10439,80,2234778,2136054
"Aruba",2015,104269,1139,6026,19599,32827,72312,1170,4887,6677,6896,6533,12811,13038,15979,17286,11532,5707,1667,116,1,84669,80750
"Aruba",2016,104890,1113,5919,19480,32411,72397,1146,4806,6625,6936,6389,12851,13061,15688,17443,12134,5933,1791,119,1,85409,81518
"Aruba",2017,105454,1085,5792,19334,31974,72421,1120,4707,6571,6971,6373,12711,13150,15433,17502,12730,6187,1910,123,1,86119,82173
"Aruba",2018,105980,1055,5664,19150,31568,72402,1093,4609,6501,6985,6468,12419,13291,15224,17487,13309,6483,2016,132,1,86829,82780
"Aruba",2019,106458,1020,5525,18912,31226,72349,1063,4505,6421,6966,6654,12019,13464,15049,17410,13871,6808,2119,151,1,87545,83380
"Aruba",2020,106597,927,5288,18494,30935,72176,1023,4361,6301,6905,6859,11749,13506,14846,17260,14349,7152,2213,168,1,88102,83857
"Asia (UN)",2015,4459437600,75719480,380013500,1113557800,1842086000,3001268200,76085130,304294000,370925020,362619170,359779520,748600260,652496960,606103400,455549500,305917060,151958060,57870572,7416998,187429,3345692400,3130100000
"Asia (UN)",2016,4504153600,75320540,379108400,1114908400,1838073700,3030068700,75243690,303787870,373224060,362575870,359601600,745946800,663262700,608786240,467991260,319608220,155651730,60252290,7942217,202034,3389043200,3172758300
"Asia (UN)",2017,4548303400,75321700,377456260,1116479700,1837119400,3056954000,74886470,302134560,375643000,363380480,359676600,741011400,676760770,610938900,479061630,332579970,160513460,62580590,8483290,217144,3431606500,3214682600
"Asia (UN)",2018,4590021600,73443680,373756770,1116453500,1835408400,3081989600,74910750,300313100,377517500,365179170,359949250,735087170,690852800,610835700,491907550,344238300,166610350,64783040,9071550,232309,3473335800,3256503800
"Asia (UN)",2019,4628967400,71091990,368426370,1114084700,1831895600,3106241300,73057550,297334400,378118900,367539400,360500500,728692860,703762200,609962000,508827700,352325250,174065520,66818936,9679335,248406,3514634200,3298243800
"Asia (UN)",2020,4664324000,68865680,361748960,1109401900,1826523600,3129223400,70741440,292883300,377687680,369965200,360702700,721598800,715927230,610387840,527166340,357368160,182608350,68667440,10229127,266278,3554656000,3338187000
"Australia",2015,23820240,310528,1555088,4502159,7650300,15762938,309988,1244560,1533950,1413121,1470963,3462820,3327903,3214768,3003181,2439458,1481752,752717,160813,3707,19314376,18452788
"Australia",2016,24195706,313226,1569720,4570393,7741526,15953415,313385,1256494,1564286,1436387,1475221,3511996,3405786,3230815,3023403,2490312,1550035,764488,169352,3904,19621408,18756212
"Australia",2017,24590336,308926,1575908,4635396,7835564,16163477,315670,1266982,1586336,1473152,1482270,3565632,3494152,3248470,3040762,2529027,1632620,779936,178005,4066,19950874,19083914
"Australia",2018,24979228,304065,1572592,4691137,7921410,16374139,310654,1268527,1603694,1514851,1491091,3617540,3584780,3262591,3058389,2567947,1715769,797761,187919,4303,20283788,19416370
"Australia",2019,25357168,305589,1568712,4736328,7973971,16580952,306335,1263123,1614330,1553286,1493456,3655009,3682103,3279901,3081595,2614185,1792331,819935,197623,4702,20616138,19743112
"Australia",2020,25670052,302845,1556666,4759671,7970079,16743212,307835,1253821,1619225,1583780,1490572,3650831,3771723,3299309,3111321,2664410,1866123,845635,205101,5357,20905024,20019658
"Austria",2015,8642422,81918,411087,1236469,2251246,5811891,82741,329169,407509,417873,461823,1131874,1142119,1306461,1290514,914998,728575,354866,73415,1308,7404645,7139008
"Austria",2016,8736491,85102,420911,1255336,2268589,5866206,85185,335809,412881,421544,458356,1148059,1162112,1281118,1321918,944566,733502,353627,76747,1150,7480005,7216239
"Austria",2017,8797497,86662,428857,1268421,2266828,5893016,87533,342195,416785,422779,450237,1149357,1179102,1252426,1347622,964809,751267,354233,78979,1044,7528032,7266952
"Austria",2018,8840518,85326,433600,1275900,2255700,5906971,88852,348274,419611,422689,442751,1140829,1195143,1223606,1371240,980509,771712,357526,80323,979,7563639,7304721
"Austria",2019,8879939,83787,435518,1280934,2243631,5918022,87628,351731,422776,422640,438434,1126827,1210576,1198064,1389678,1002655,774589,375637,81495,1050,7597955,7339535
"Austria",2020,8907780,83425,434446,1283005,2229027,5918984,85144,351021,426426,422133,435659,1107372,1221281,1181358,1396936,1032038,762086,404482,82296,1267,7623508,7364497
"Azerbaijan",2015,9863485,183497,923257,2407779,4020263,6914396,187178,739760,819866,664656,717166,1845204,1537415,1288419,1195508,522185,248560,94743,6457,49,7455657,7045898
"Azerbaijan",2016,9976254,174337,916468,2451675,4003588,6964204,182903,742131,848886,686321,687052,1816767,1591122,1281258,1229664,573832,237741,100234,6861,48,7524531,7126876
"Azerbaijan",2017,10071569,157012,887662,2480021,3974067,7008931,173829,730650,875468,716891,665400,1774523,1644880,1278903,1254248,628477,231736,106042,7293,46,7591502,7202894
"Azerbaijan",2018,10152524,142939,842624,2492127,3935303,7052229,156590,699685,897562,751941,654064,1722537,1695704,1282102,1269807,685866,231205,111270,7797,45,7660352,7274786
"Azerbaijan",2019,10232761,142569,797746,2498190,3901525,7095937,142574,655177,913554,786890,653139,1665578,1740799,1291774,1277302,745608,236662,115255,8407,47,7734524,7342481
"Azerbaijan",2020,10284952,137281,751837,2491437,3868992,7127920,142211,614556,920919,818681,663222,1605058,1776997,1307187,1273265,799880,244598,114554,8706,48,7793467,7385896
"Bahamas",2015,392707,5115,25889,91397,159031,273701,4970,20774,32406,33102,33686,63874,58844,58233,45338,23656,12442,4474,732,31,301279,281144
"Bahamas",2016,395986,4890,25388,89671,157709,277681,5123,20498,31306,32977,33678,65044,58927,58486,46888,25015,12766,4712,766,33,306282,286135
"Bahamas",2017,399027,4704,24784,87803,155998,281561,4899,20080,30103,32916,33651,66268,58923,58710,48372,26299,13245,4926,794,36,311188,291057
"Bahamas",2018,401911,4617,24388,85885,153974,285176,4713,19771,28590,32907,33589,67457,58967,59004,49601,27657,13757,5129,826,39,315987,295925
"Bahamas",2019,404563,4611,24026,83942,151832,288382,4624,19415,26983,32933,33502,68361,59277,59263,50494,29224,14244,5335,878,43,320578,300621
"Bahamas",2020,406478,4615,23488,81970,149536,290853,4608,18873,26027,32455,33321,68787,59662,59253,51359,30936,14719,5503,925,43,324465,304628
"Bahrain",2015,1362157,21471,102896,277460,465634,1046916,21263,81425,92854,81710,77565,290113,324809,200308,123319,46713,16420,4975,471,4,1084693,1039149
"Bahrain",2016,1409668,21265,104892,284641,476489,1085894,21538,83627,95622,84127,78854,296587,344527,208341,125303,49208,16427,5273,501,6,1125021,1079078
"Bahrain",2017,1456844,20958,106283,291267,483706,1125302,21248,85325,98296,86688,78586,301505,365987,218012,127753,51347,16363,5479,539,6,1165571,1119250
"Bahrain",2018,1487346,20821,106306,296416,485805,1149269,20782,85485,100852,89258,78592,294620,383056,227290,130836,53806,16450,5686,588,6,1190924,1143546
"Bahrain",2019,1494195,20429,105258,299859,484237,1150282,20607,84829,102991,91610,79428,275073,390231,235009,133647,57300,17013,5983,646,6,1194330,1145633
"Bahrain",2020,1477478,19192,102129,299912,471078,1130321,20106,82937,104314,93469,78293,242582,389484,242939,137487,61789,17971,6306,709,6,1177560,1128494
"Bangladesh",2015,157830000,2953299,14761756,47666620,78862340,102575950,2948613,11808457,15929241,16975624,16225324,28866264,23429620,17618824,12121717,7238059,3530929,1046748,85554,339,110163040,100241960
"Bangladesh",2016,159784580,2951693,14694691,47168636,78736970,104744800,2933985,11742998,15599281,16874664,16462518,29217340,23951000,18139420,12438868,7587901,3641775,1086075,90674,364,112615576,102592800
"Bangladesh",2017,161793970,2939690,14665458,46647830,78621704,106941690,2934314,11725768,15273612,16708763,16658791,29613564,24481110,18642360,12805752,7958235,3757886,1131367,96663,402,115145730,105030840
"Bangladesh",2018,163683950,2935657,14634727,46111200,78434450,108985070,2922360,11699070,14995933,16480542,16777320,29981008,24970932,19117000,13211105,8360486,3867977,1182914,103555,456,117572296,107403940
"Bangladesh",2019,165516220,2960722,14628789,45611012,78194990,110894720,2918695,11668067,14790539,16191685,16843468,30292236,25436448,19587512,13638508,8781432,3977599,1236538,110941,523,119904690,109730920
"Bangladesh",2020,167420940,2964110,14646916,45173816,77978376,112816370,2946511,11682806,14651004,15875898,16844404,30640876,25927982,20082640,14075797,9160704,4114865,1282105,117159,598,122246530,112124960
"Barbados",2015,278095,3065,15727,52290,89590,189549,3092,12662,17964,18599,18519,37224,37919,40083,39921,28348,16096,6867,818,10,225795,214475
"Barbados",2016,278660,3042,15513,51442,88621,189962,3059,12471,17696,18233,18816,36959,37779,39696,40064,29580,16500,6974,839,11,227207,215720
"Barbados",2017,279199,3030,15350,50658,87666,190186,3038,12320,17286,18022,18965,36902,37596,39305,40087,30686,17001,7122,865,12,228529,217014
"Barbados",2018,279702,3023,15230,49960,86872,190148,3025,12207,16644,18086,18960,37010,37342,39013,40014,31633,17654,7212,890,14,229728,218364
"Barbados",2019,280193,3020,15153,49326,86252,189888,3018,12133,16046,18127,18829,37074,37219,38755,39813,32551,18452,7242,917,15,230852,219724
"Barbados",2020,280704,3019,15108,48765,85718,189390,3015,12089,15709,17948,18547,37046,37336,38397,39484,33571,19286,7311,946,15,231924,221027
"Belarus",2015,9700609,119700,583761,1579915,2613412,6666969,119400,464061,523984,472170,463950,1340484,1491251,1297343,1455632,1092369,616570,324679,37790,626,8120068,7838375
"Belarus",2016,9708111,117675,589967,1604059,2601721,6625507,118975,472292,539294,474798,466474,1269800,1517944,1302372,1428247,1144779,601122,330435,42234,645,8103407,7816972
"Belarus",2017,9707874,108895,583523,1620935,2589429,6581931,116624,474628,553328,484084,470351,1197361,1541586,1312654,1396739,1185472,597098,338355,46662,661,8086278,7798906
"Belarus",2018,9695573,97647,561362,1626810,2572945,6533884,107695,463715,566658,498790,472446,1131478,1555525,1327828,1362833,1217767,604019,345249,50929,689,8068074,7782841
"Belarus",2019,9673971,92407,532770,1626445,2558790,6478821,96615,440363,576872,516803,473175,1073794,1560289,1342189,1333254,1242593,618984,347816,54685,747,8046779,7764083
"Belarus",2020,9633745,90473,502872,1622295,2550054,6416801,91562,412399,585165,534258,473012,1027104,1555215,1353321,1306774,1264519,633100,341022,56566,817,8010633,7726891
"Belgium",2015,11248306,122817,637735,1910213,3234729,7289530,125269,514918,655080,617398,630838,1410615,1458015,1549491,1573371,1270473,829438,517527,96431,1894,9336199,8962078
"Belgium",2016,11316837,121610,631669,1919822,3239663,7315966,124001,510059,663245,624908,632741,1417078,1468640,1532178,1586380,1289409,846317,521160,101385,1727,9395288,9019734
"Belgium",2017,11384491,120578,625736,1929619,3242460,7339861,122757,505158,667696,636187,632557,1421628,1479382,1520973,1593720,1302375,870669,526101,105869,1598,9453274,9077000
"Belgium",2018,11448598,119047,619435,1938049,3245446,7360092,121669,500388,668376,650238,632523,1423031,1489969,1514796,1595657,1318279,892879,532062,109822,1531,9509018,9133449
"Belgium",2019,11510569,117456,612587,1942329,3250190,7379875,120101,495131,666072,663670,635319,1420997,1500324,1511390,1594042,1337990,914517,537761,114269,1631,9566609,9189986
"Belgium",2020,11561716,115905,605357,1941616,3255239,7399372,118489,489452,661232,675027,640195,1416910,1510498,1509075,1592318,1359406,937845,534844,117088,1921,9618179,9236044
"Belize",2015,359884,7708,37541,114345,188185,230150,7644,29833,37788,39016,38018,67852,51375,38610,26066,13971,6679,2686,281,1,245538,222378
"Belize",2016,367327,7743,38042,114272,189431,237024,7704,30299,37339,38891,38616,69636,53139,39860,27128,14741,6869,2750,315,1,253054,229557
"Belize",2017,374702,7800,38445,114269,190504,243732,7739,30645,37104,38720,39090,71273,54993,41112,28178,15534,7094,2813,344,2,260431,236793
"Belize",2018,382076,7896,38809,114409,191488,250266,7797,30913,37076,38524,39356,72837,56930,42337,29232,16362,7363,2873,374,3,267664,244045
"Belize",2019,389103,7615,38777,114282,192038,256676,7892,31162,37226,38279,39426,74369,58927,43520,30329,17229,7676,2934,407,4,274817,251284
"Belize",2020,394931,7138,38192,113644,191753,262301,7608,31054,37611,37841,39298,75539,60769,44630,31417,18121,8054,3006,447,6,281281,257858
"Benin",2015,10932791,400836,1836009,4718567,6866494,5876198,381034,1435173,1551034,1331524,1149385,1837636,1274940,867156,562502,317745,160988,40633,3208,31,6214193,5506562
"Benin",2016,11260091,411793,1891085,4853116,7058142,6059294,392443,1479292,1588818,1373213,1176819,1892632,1320407,893459,584858,327421,166302,41778,3267,32,6406943,5681802
"Benin",2017,11596786,422548,1947068,4991035,7255047,6247972,403486,1524520,1628479,1415488,1207034,1947068,1367338,920839,607399,338598,171106,43004,3332,33,6605718,5861590
"Benin",2018,11940688,431239,2001020,5128753,7454837,6443463,414344,1569781,1672940,1454793,1240739,2001651,1415679,949249,630092,351783,174959,44352,3397,34,6811901,6045552
"Benin",2019,12290443,438515,2050580,5264873,7651789,6645752,423199,1612065,1722200,1492093,1277554,2057322,1464138,979376,652991,367967,176837,45876,3475,34,7025536,6233968
"Benin",2020,12643121,445252,2095719,5400214,7848783,6852377,430675,1650467,1774851,1529644,1316356,2113461,1511866,1012153,675624,383653,178999,47246,3515,34,7242873,6425732
"Bermuda",2015,63165,595,3093,9543,15742,43522,608,2498,3298,3152,3119,6680,9103,9824,10614,7485,4302,2112,377,6,53616,51713
"Bermuda",2016,63090,590,3014,9406,15543,43250,590,2424,3276,3116,3139,6480,8979,9700,10622,7728,4459,2172,400,5,53679,51764
"Bermuda",2017,63295,582,3002,9415,15589,43019,596,2420,3263,3150,3191,6310,8775,9649,10603,8037,4648,2245,416,6,53874,51944
"Bermuda",2018,63591,544,2981,9478,15770,42804,596,2437,3254,3243,3248,6176,8536,9640,10542,8366,4847,2318,430,10,54103,52163
"Bermuda",2019,63833,517,2941,9530,15967,42567,560,2424,3238,3351,3290,6110,8252,9640,10432,8722,5036,2369,439,13,54290,52346
"Bermuda",2020,64051,516,2894,9565,16145,42300,533,2378,3234,3437,3319,6124,7894,9599,10343,9092,5244,2403,454,14,54472,52517
"Bhutan",2015,743284,11851,62806,200882,356359,500210,12335,50955,66323,71753,73501,160178,118012,75807,53079,34185,19456,7379,796,9,542393,499028
"Bhutan",2016,749764,11434,61266,198388,351779,507789,11700,49832,65467,71655,72757,161112,121726,77589,54161,35388,19811,7856,968,8,551368,507994
"Bhutan",2017,756130,11200,59422,195235,346483,516403,11328,48222,65024,70789,72515,160945,126128,80028,55574,36661,20007,7994,1034,9,560886,517364
"Bhutan",2018,762104,10650,57171,191178,340375,525959,11159,46521,64725,69282,72542,159726,131165,83324,57324,37934,20113,7808,980,10,570916,527286
"Bhutan",2019,767467,9973,54713,186517,333958,535283,10614,44740,64113,67691,72597,157868,136167,87080,59177,39148,20325,7641,936,11,580939,537298
"Bhutan",2020,772512,9621,52600,181741,327660,544167,9942,42979,62807,66334,72418,155649,141060,91187,61072,40304,20658,7505,906,12,590759,547373
"Bolivia",2015,11090090,256411.98,1266642,3667912,5867278,6881434,254531,1010230,1229763,1171507,1129258,2035643,1533963,1122187,787609,488019,250274,69894,5269,62,7422116,6737186
"Bolivia",2016,11263016,256299.98,1268132,3685959,5901894,7025855,254576,1011832,1237169,1180658,1136933,2067767,1575499,1153497,810791,499020,257199,70866,5426,59,7576998,6887229
"Bolivia",2017,11435535,256200.02,1268971,3703524,5934101,7169625,254526,1012771,1242192,1192361,1143934,2095834,1618907,1186008,834093,511379,264366,71825,5607,58,7731953,7039630
"Bolivia",2018,11606906,256139,1269306,3719626,5964468,7312942,254486,1013167,1246729,1203591,1151001,2120275,1663930,1219154,857187,526245,270826,72809,5796,57,7887223,7192583
"Bolivia",2019,11777318,256278.98,1269557,3734394,5993951,7455691,254487,1013278,1250583,1214254,1156809,2143155,1709982,1252755,880299,543671,276285,73939,5971,58,8042866,7344411
"Bolivia",2020,11936169,256704.98,1270347,3748199,6023818,7593735,254721,1013642,1253466,1224386,1162848,2164435,1756817,1286023,901533,558038,278195,74014,6009,58,8187912,7484337
"Bonaire Sint Eustatius and Saba",2015,23193,270,1335,4051,6868,16612,266,1065,1399,1317,1285,3195,3389,3656,3807,2297,1111,364,38,0,19142,18393
"Bonaire Sint Eustatius and Saba",2016,23793,276,1364,4144,6935,16946,273,1088,1427,1353,1254,3254,3513,3629,3966,2408,1184,401,40,0,19649,18906
"Bonaire Sint Eustatius and Saba",2017,24392,281,1393,4237,6977,17278,278,1112,1452,1392,1240,3279,3655,3617,4087,2534,1269,430,44,0,20155,19404
